Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
175.207.12.40-192.168.0.53-80-56861-6,192.168.0.53,56861,175.207.12.40,80,6,20/07/2021 05:24:08,1527259,6,9,4323.0,934.0,1179.0,0.0,720.5,560.3983404686348,274.0,0.0,103.77777777777777,128.28657156711472,3442.114271384225,9.821516848157385,109089.92857142858,187300.24309831212,547565.0,596.0,1517209.0,303441.8,217940.97934922655,547565.0,99677.0,1522419.0,190302.375,253236.70346870422,599741.0,596.0,1,0,0,0,120,180,3.9286067392629542,5.892910108894432,0.0,1179.0,394.06249999999994,484.9248008712279,235152.06250000003,0,1,0,0,1,0,0,0,1.0,420.3333333333333,720.5,103.77777777777777,0,0,0,0,0,0,6,4323,9,934,511,32038,3,20,0,0,0,0,0,0,0,0,No Label
175.207.12.40-192.168.0.53-80-56861-6,192.168.0.53,56861,175.207.12.40,80,6,20/07/2021 05:24:09,274,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7299.270072992701,274.0,0.0,274.0,274.0,274.0,274.0,0.0,274.0,274.0,0,0,0,0,0,0,0,0,0,40,0,7299.270072992701,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,507,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-117.18.232.200-50350-443-6,117.18.232.200,443,192.168.0.53,50350,6,20/07/2021 05:24:11,140,3,1,95.0,0.0,64.0,0.0,31.666666666666664,32.00520790954706,0.0,0.0,0.0,0.0,678571.4285714286,28571.428571428572,46.66666666666667,48.05552344250693,96.0,0.0,140.0,70.0,98.99494936611666,140.0,0.0,0,0,0,0,0,1,0,0,0,60,20,21428.57142857143,7142.857142857143,0.0,64.0,31.8,32.00312484742701,1024.2,0,1,0,0,1,0,0,0,0.0,39.75,31.666666666666668,0.0,0,0,0,0,0,0,3,95,1,0,133,1024,1,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-40.126.35.151-50370-443-6,192.168.0.53,50370,40.126.35.151,443,6,20/07/2021 05:24:12,65210,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.67014261616316,65210.0,0.0,65210.0,65210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.33507130808158,15.33507130808158,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,517,2053,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-104.16.19.94-59382-443-6,192.168.0.53,59382,104.16.19.94,443,6,20/07/2021 05:24:14,4108,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.85491723466413,4108.0,0.0,4108.0,4108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,243.42745861733206,243.42745861733206,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,512,66,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-119.207.64.155-50723-443-6,192.168.0.53,50723,119.207.64.155,443,6,20/07/2021 05:24:14,4806,2,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,6450.270495214315,832.2929671244277,1602.0,2647.1244776171748,4658.0,20.0,4678.0,4678.0,0.0,4678.0,4678.0,148.0,148.0,0.0,148.0,148.0,0,0,0,0,40,40,416.14648356221386,416.14648356221386,0.0,31.0,6.2,13.863621460498697,192.20000000000002,0,0,0,0,1,1,0,0,1.0,7.75,0.0,15.5,0,0,0,0,0,0,2,0,2,31,513,248,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-104.109.241.61-57314-443-6,192.168.0.53,57314,104.109.241.61,443,6,20/07/2021 05:24:14,4409,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,5443.411204354729,680.4264005443412,2204.5,3117.633798251488,4409.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,226.80880018144705,453.6176003628941,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,1,0,0,2.0,8.0,0.0,12.0,0,0,0,0,0,0,1,0,2,24,510,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-119.207.64.155-58072-443-6,192.168.0.53,58072,119.207.64.155,443,6,20/07/2021 05:24:14,4684,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,6618.274978650727,640.4782237403929,2342.0,3312.0881630777885,4684.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,213.4927412467976,426.9854824935952,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,513,248,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-104.74.192.17-49774-443-6,192.168.0.53,49774,104.74.192.17,443,6,20/07/2021 05:24:14,4327,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,7164.317078807488,693.321007626531,2163.5,3059.651042194191,4327.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,231.107002542177,462.214005084354,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,507,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-119.207.64.155-51464-443-6,192.168.0.53,51464,119.207.64.155,443,6,20/07/2021 05:24:14,4755,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,6519.453207150368,630.9148264984227,2377.5,3362.2927445420337,4755.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,210.30494216614093,420.60988433228187,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,513,248,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-119.207.64.155-55077-443-6,192.168.0.53,55077,119.207.64.155,443,6,20/07/2021 05:24:14,4862,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,6375.976964212258,617.0300287947347,2431.0,3437.953170128994,4862.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,205.67667626491155,411.3533525298231,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,513,248,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-119.207.64.155-58608-443-6,192.168.0.53,58608,119.207.64.155,443,6,20/07/2021 05:24:14,5447,2,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,5691.206168533138,734.3491830365339,1815.6666666666665,3037.7441191340217,5323.0,19.0,5342.0,5342.0,0.0,5342.0,5342.0,124.0,124.0,0.0,124.0,124.0,0,0,0,0,40,40,367.17459151826694,367.17459151826694,0.0,31.0,6.2,13.863621460498697,192.20000000000002,0,0,0,0,1,1,0,0,1.0,7.75,0.0,15.5,0,0,0,0,0,0,2,0,2,31,513,248,0,20,0,0,0,0,0,0,0,0,No Label
172.217.31.232-192.168.0.53-443-59218-6,192.168.0.53,59218,172.217.31.232,443,6,20/07/2021 05:24:14,80885,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.726463497558264,80885.0,0.0,80885.0,80885.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.363231748779132,12.363231748779132,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,510,261,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-125.209.234.101-51061-443-6,125.209.234.101,443,192.168.0.53,51061,6,20/07/2021 05:24:27,165,1,1,46.0,0.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,278787.8787878788,12121.212121212122,165.0,0.0,165.0,165.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,6060.606060606061,6060.606060606061,0.0,46.0,30.666666666666664,26.558112382722786,705.3333333333334,0,1,0,0,1,0,0,0,1.0,46.0,46.0,0.0,0,0,0,0,0,0,1,46,1,0,247,513,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-89.187.162.243-54386-443-6,89.187.162.243,443,192.168.0.53,54386,6,20/07/2021 05:24:27,132,2,2,63.0,0.0,39.0,24.0,31.5,10.606601717798213,0.0,0.0,0.0,0.0,477272.72727272724,30303.0303030303,44.0,33.8673884437522,83.0,22.0,83.0,83.0,0.0,83.0,83.0,27.0,27.0,0.0,27.0,27.0,1,0,0,0,40,40,15151.51515151515,15151.51515151515,0.0,39.0,20.4,19.603571103245446,384.29999999999995,0,1,0,0,1,0,0,0,1.0,25.5,31.5,0.0,0,0,0,0,0,0,2,63,2,0,133,513,1,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-89.187.162.243-54386-443-6,192.168.0.53,54386,89.187.162.243,443,6,20/07/2021 05:24:27,280,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7142.857142857143,280.0,0.0,280.0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3571.4285714285716,3571.4285714285716,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,133,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-40.77.18.167-56827-443-6,192.168.0.53,56827,40.77.18.167,443,6,20/07/2021 05:24:30,207793,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6249633048274,207793.0,0.0,207793.0,207793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.8124816524137,4.8124816524137,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1022,2047,0,20,0,0,0,0,0,0,0,0,No Label
172.217.161.131-192.168.0.53-443-60867-6,192.168.0.53,60867,172.217.161.131,443,6,20/07/2021 05:24:20,14701704,2,2,1.0,73.0,1.0,0.0,0.5,0.7071067811865476,73.0,0.0,36.5,51.61879502661797,5.033430138438375,0.27207730478045267,4900568.0,8435307.117983375,1.4640759E7,213.0,1.4701704E7,1.4701704E7,0.0,1.4701704E7,1.4701704E7,1.4640759E7,1.4640759E7,0.0,1.4640759E7,1.4640759E7,0,0,0,0,40,52,0.13603865239022633,0.13603865239022633,0.0,73.0,15.0,32.42684073418192,1051.5,0,0,0,0,1,0,0,0,1.0,18.75,0.5,36.5,0,0,0,0,0,0,2,1,2,73,509,350,0,20,60732.0,0.0,60732.0,60732.0,1.4640759E7,0.0,1.4640759E7,1.4640759E7,No Label
192.168.0.53-40.77.18.167-56840-443-6,192.168.0.53,56840,40.77.18.167,443,6,20/07/2021 05:24:46,159319,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.553430538730472,159319.0,0.0,159319.0,159319.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.276715269365236,6.276715269365236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1022,2047,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-75.2.50.253-49450-443-6,192.168.0.53,49450,75.2.50.253,443,6,20/07/2021 05:24:23,24809364,1,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0403073613656521,0.1209220840969563,1.2404682E7,1.7536545158274475E7,2.4804892E7,4472.0,0,0,0,0,0,2.4804892E7,2.4804892E7,0.0,2.4804892E7,2.4804892E7,0,0,0,0,20,52,0.0403073613656521,0.0806147227313042,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,1.0,0.0,0,0,0,0,0,0,1,1,2,0,4140,1979,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-75.2.50.253-49450-443-6,192.168.0.53,49450,75.2.50.253,443,6,20/07/2021 05:24:48,95,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,21052.631578947367,95.0,0.0,95.0,95.0,95.0,95.0,0.0,95.0,95.0,0,0,0,0,0,0,0,0,0,40,0,21052.631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,4140,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-75.2.50.253-56604-443-6,192.168.0.53,56604,75.2.50.253,443,6,20/07/2021 05:24:25,24930788,1,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04011104663037526,0.12033313989112579,1.2465394E7,1.762283905563692E7,2.4926623E7,4165.0,0,0,0,0,0,2.4926623E7,2.4926623E7,0.0,2.4926623E7,2.4926623E7,0,0,0,0,20,52,0.04011104663037526,0.08022209326075053,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,1.0,0.0,0,0,0,0,0,0,1,1,2,0,513,1984,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-75.2.50.253-56604-443-6,192.168.0.53,56604,75.2.50.253,443,6,20/07/2021 05:24:50,142,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14084.507042253521,142.0,0.0,142.0,142.0,142.0,142.0,0.0,142.0,142.0,0,0,0,0,0,0,0,0,0,40,0,14084.507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,513,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-3.214.248.99-52559-443-6,192.168.0.53,52559,3.214.248.99,443,6,20/07/2021 05:24:34,18173436,2,1,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.055025367795060884,0.16507610338518264,9086718.0,1.25797747054179E7,1.7981962E7,191474.0,1.8173436E7,1.8173436E7,0.0,1.8173436E7,1.8173436E7,0,0,0,0,0,0,0,0,0,40,32,0.11005073559012177,0.055025367795060884,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,0.6666666666666666,0.5,0.0,0,0,0,0,0,0,2,1,1,0,512,129,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-3.214.248.99-63604-443-6,192.168.0.53,63604,3.214.248.99,443,6,20/07/2021 05:24:34,18173568,2,1,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.055024968129538464,0.16507490438861538,9086784.0,1.2579743592719527E7,1.7982006E7,191562.0,1.8173568E7,1.8173568E7,0.0,1.8173568E7,1.8173568E7,0,0,0,0,0,0,0,0,0,40,32,0.11004993625907693,0.055024968129538464,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,0.6666666666666666,0.5,0.0,0,0,0,0,0,0,2,1,1,0,512,129,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-3.214.248.99-55282-443-6,192.168.0.53,55282,3.214.248.99,443,6,20/07/2021 05:24:34,18157632,2,1,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.05507326065425271,0.16521978196275813,9078816.0,1.2567660552042611E7,1.7965494E7,192138.0,1.8157632E7,1.8157632E7,0.0,1.8157632E7,1.8157632E7,0,0,0,0,0,0,0,0,0,40,32,0.11014652130850543,0.05507326065425271,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,0.6666666666666666,0.5,0.0,0,0,0,0,0,0,2,1,1,0,512,129,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-3.214.248.99-54086-443-6,192.168.0.53,54086,3.214.248.99,443,6,20/07/2021 05:24:34,18141695,2,1,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.05512164105944897,0.16536492317834692,9070847.5,1.2552847372083535E7,1.7947051E7,194644.0,1.8141695E7,1.8141695E7,0.0,1.8141695E7,1.8141695E7,0,0,0,0,0,0,0,0,0,40,32,0.11024328211889795,0.05512164105944897,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,0.6666666666666666,0.5,0.0,0,0,0,0,0,0,2,1,1,0,511,129,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-3.214.248.99-52559-443-6,3.214.248.99,443,192.168.0.53,52559,6,20/07/2021 05:24:52,300,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,103333.33333333334,10000.0,150.0,142.8355697996826,251.0,49.0,300.0,300.0,0.0,300.0,300.0,0,0,0,0,0,1,0,0,0,40,20,6666.666666666667,3333.3333333333335,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,129,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-3.214.248.99-63604-443-6,3.214.248.99,443,192.168.0.53,63604,6,20/07/2021 05:24:52,547,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,56672.760511883,5484.460694698355,273.5,348.6036431249679,520.0,27.0,547.0,547.0,0.0,547.0,547.0,0,0,0,0,0,1,0,0,0,40,20,3656.3071297989036,1828.1535648994518,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,129,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-3.214.248.99-55282-443-6,3.214.248.99,443,192.168.0.53,55282,6,20/07/2021 05:24:52,146,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,212328.76712328766,20547.945205479453,73.0,57.982756057296896,114.0,32.0,146.0,146.0,0.0,146.0,146.0,0,0,0,0,0,1,0,0,0,40,20,13698.630136986301,6849.315068493151,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,129,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-3.214.248.99-54086-443-6,3.214.248.99,443,192.168.0.53,54086,6,20/07/2021 05:24:52,266,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,116541.35338345864,11278.195488721803,133.0,128.69343417595164,224.0,42.0,266.0,266.0,0.0,266.0,266.0,0,0,0,0,0,1,0,0,0,40,20,7518.796992481202,3759.398496240601,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,129,0,0,20,0,0,0,0,0,0,0,0,No Label
175.207.12.40-192.168.0.53-80-56866-6,192.168.0.53,56866,175.207.12.40,80,6,20/07/2021 05:24:10,60248175,188,203,107819.0,25933.0,1194.0,0.0,573.5053191489361,534.8041422425509,1004.0,0.0,127.74876847290635,141.1491414590059,2220.017452810811,6.489823135721538,154482.49999999974,221689.17811692588,607097.0,38.0,6.0167958E7,321753.7860962566,229390.87449300085,607097.0,469.0,6.0243949E7,298237.3712871286,282857.6610260013,663591.0,403.0,0,0,0,0,3772,4072,3.1204264693494865,3.369396666372052,0.0,1194.0,341.204081632653,443.8275329002019,196982.8789602798,0,0,0,1,0,0,0,0,1.0,342.07672634271097,573.5053191489362,127.7487684729064,0,0,0,0,0,0,188,107819,203,25933,64240,32038,101,20,0,0,0,0,0,0,0,0,No Label
175.207.12.40-192.168.0.53-80-56866-6,192.168.0.53,56866,175.207.12.40,80,6,20/07/2021 05:25:10,649,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3081.6640986132516,649.0,0.0,649.0,649.0,649.0,649.0,0.0,649.0,649.0,0,0,0,0,0,0,0,0,0,40,0,3081.6640986132516,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,513,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-54.230.62.60-56854-443-6,192.168.0.53,56854,54.230.62.60,443,6,20/07/2021 05:25:11,158,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0,0,0,0,151898.7341772152,12658.227848101267,158.0,0.0,158.0,158.0,158.0,158.0,0.0,158.0,158.0,0,0,0,0,0,1,0,0,0,40,0,12658.227848101267,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,1,0,0,1,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,2,24,0,0,517,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-54.230.62.60-56853-443-6,192.168.0.53,56853,54.230.62.60,443,6,20/07/2021 05:25:11,165,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0,0,0,0,145454.54545454544,12121.212121212122,165.0,0.0,165.0,165.0,165.0,165.0,0.0,165.0,165.0,0,0,0,0,0,1,0,0,0,40,0,12121.212121212122,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,1,0,0,1,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,2,24,0,0,517,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-54.230.62.60-56852-443-6,192.168.0.53,56852,54.230.62.60,443,6,20/07/2021 05:25:11,97,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0,0,0,0,247422.68041237115,20618.556701030928,97.0,0.0,97.0,97.0,97.0,97.0,0.0,97.0,97.0,0,0,0,0,0,1,0,0,0,40,0,20618.556701030928,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,1,0,0,1,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,2,24,0,0,517,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-54.230.62.60-56851-443-6,192.168.0.53,56851,54.230.62.60,443,6,20/07/2021 05:25:11,98,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0,0,0,0,244897.9591836735,20408.163265306124,98.0,0.0,98.0,98.0,98.0,98.0,0.0,98.0,98.0,0,0,0,0,0,1,0,0,0,40,0,20408.163265306124,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,1,0,0,1,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,2,24,0,0,517,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-54.230.62.60-56850-443-6,192.168.0.53,56850,54.230.62.60,443,6,20/07/2021 05:25:11,71,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0,0,0,0,338028.1690140845,28169.014084507042,71.0,0.0,71.0,71.0,71.0,71.0,0.0,71.0,71.0,0,0,0,0,0,1,0,0,0,40,0,28169.014084507042,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,1,0,0,1,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,2,24,0,0,517,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-54.230.62.60-56849-443-6,192.168.0.53,56849,54.230.62.60,443,6,20/07/2021 05:25:11,146,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0,0,0,0,164383.56164383562,13698.630136986301,146.0,0.0,146.0,146.0,146.0,146.0,0.0,146.0,146.0,0,0,0,0,0,1,0,0,0,40,0,13698.630136986301,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,1,0,0,1,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,2,24,0,0,517,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-54.230.62.60-56853-443-6,54.230.62.60,443,192.168.0.53,56853,6,20/07/2021 05:25:11,898,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3340.7572383073493,449.0,65.05382386916237,495.0,403.0,898.0,449.0,65.05382386916237,495.0,403.0,0,0,0,0,0,0,0,0,0,60,0,3340.7572383073493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,133,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.53-54.230.62.60-56854-443-6,54.230.62.60,443,192.168.0.53,56854,6,20/07/2021 05:25:11,1023,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2932.551319648094,511.5,188.79751057680818,645.0,378.0,1023.0,511.5,188.79751057680818,645.0,378.0,0,0,0,0,0,0,0,0,0,60,0,2932.551319648094,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,133,-1,0,20,0,0,0,0,0,0,0,0,No Label
